,Team,Conference,Region,Cinderella,Conference Tournament Champion,Number of Tournament Wins,Made Tournament Previous Year,Game Count,Wins,Losses,3-Pointers Made,3-Pointers Attempted,3-Point Percentage,Free Throws Made,Free Throws Attempted,Free Throw Percentage,Rebounds,Opponent's Rebounds,Rebound Differential,Offensive Rebounds,Assists,Turnovers,Assist to Turnover Ratio,ESPN Strength of Schedule,Wins Against Top 25 RPI Teams,Losses Against Top 25 RPI Teams,Total Points,Average PPG,Total Opp Points,Average Opp PPG,Total Scoring Differential,Scoring Differential Per Game,Year,Quad 1 Wins,Quad 1 Losses
0,Albany (NY),America East,South,1.0,1.0,0.0,1.0,32.0,18.0,14.0,157.0,431.0,0.36426914153132295,520.0,695.0,0.7482014388489209,1106.0,1009.0,97.0,331.0,354.0,404.0,0.876237623762376,287.0,0.0,0.0,2113.0,66.0,2043.0,63.8,70.0,2.2,2014,,
1,American,Patriot,West,1.0,1.0,0.0,0.0,32.0,20.0,12.0,203.0,531.0,0.382297551789077,369.0,520.0,0.709615384615385,962.0,931.0,31.0,228.0,484.0,447.0,1.082774049217,234.0,0.0,1.0,2046.0,63.9,1876.0,58.6,170.0,5.3,2014,,
2,Arizona,Pac-12,West,0.0,0.0,3.0,1.0,34.0,30.0,4.0,180.0,505.0,0.35643564356435603,520.0,794.0,0.654911838790932,1322.0,1035.0,287.0,428.0,513.0,355.0,1.44507042253521,5.0,4.0,1.0,2484.0,73.1,1977.0,58.1,507.0,15.0,2014,,
3,Arizona St.,Pac-12,Midwest,1.0,0.0,0.0,0.0,32.0,21.0,11.0,260.0,673.0,0.38632986627043103,523.0,754.0,0.6936339522546421,1140.0,1221.0,-81.0,270.0,454.0,367.0,1.23705722070845,58.0,1.0,3.0,2401.0,75.0,2204.0,68.9,197.0,6.099999999999991,2014,,
4,Baylor,Big 12,West,0.0,0.0,2.0,0.0,35.0,24.0,11.0,265.0,679.0,0.390279823269514,579.0,860.0,0.6732558139534879,1354.0,1114.0,240.0,500.0,525.0,414.0,1.26811594202899,10.0,2.0,5.0,2632.0,75.2,2393.0,68.4,239.0,6.8,2014,,
5,BYU,West Coast,West,1.0,0.0,0.0,0.0,34.0,23.0,11.0,172.0,479.0,0.3590814196242171,707.0,1025.0,0.6897560975609761,1400.0,1216.0,184.0,451.0,530.0,386.0,1.37305699481865,17.0,1.0,5.0,2863.0,84.2,2619.0,77.0,244.0,7.2,2014,,
6,Cal Poly,Big West,Midwest,1.0,1.0,0.0,0.0,32.0,13.0,19.0,207.0,611.0,0.33878887070376396,390.0,563.0,0.692717584369449,1034.0,1077.0,-43.0,354.0,374.0,287.0,1.30313588850174,124.0,0.0,1.0,2023.0,63.2,2030.0,63.4,-7.0,-0.19999999999999601,2014,,
7,Cincinnati,AAC,East,0.0,0.0,0.0,1.0,33.0,27.0,6.0,192.0,573.0,0.335078534031414,508.0,717.0,0.708507670850767,1190.0,1045.0,145.0,441.0,420.0,366.0,1.14754098360656,74.0,2.0,4.0,2268.0,68.7,1925.0,58.3,343.0,10.4,2014,,
8,Coastal Caro.,Big South,East,1.0,1.0,0.0,0.0,33.0,21.0,12.0,203.0,609.0,0.33333333333333304,516.0,744.0,0.693548387096774,1308.0,1147.0,161.0,429.0,349.0,465.0,0.7505376344086021,291.0,0.0,0.0,2399.0,72.7,2256.0,68.4,143.0,4.3,2014,,
9,Colorado,Pac-12,South,0.0,0.0,0.0,1.0,34.0,23.0,11.0,177.0,553.0,0.32007233273056107,634.0,885.0,0.7163841807909599,1276.0,1065.0,211.0,394.0,392.0,449.0,0.873051224944321,13.0,1.0,5.0,2409.0,70.9,2310.0,67.9,99.0,3.0,2014,,
10,Creighton,Big East,West,0.0,0.0,1.0,1.0,33.0,26.0,7.0,342.0,812.0,0.4211822660098521,469.0,624.0,0.7516025641025642,1134.0,1044.0,90.0,279.0,585.0,328.0,1.78353658536585,30.0,2.0,1.0,2625.0,79.5,2225.0,67.4,400.0,12.1,2014,,
11,Dayton,Atlantic 10,South,1.0,0.0,3.0,0.0,33.0,23.0,10.0,217.0,574.0,0.378048780487805,511.0,750.0,0.681333333333333,1165.0,1027.0,138.0,384.0,431.0,396.0,1.08838383838384,52.0,2.0,1.0,2422.0,73.4,2232.0,67.6,190.0,5.80000000000001,2014,,
12,Delaware,Colonial,East,1.0,1.0,0.0,0.0,34.0,25.0,9.0,244.0,707.0,0.345120226308345,628.0,886.0,0.7088036117381491,1240.0,1323.0,-83.0,378.0,370.0,326.0,1.1349693251533701,218.0,0.0,2.0,2704.0,79.5,2555.0,75.1,149.0,4.400000000000009,2014,,
13,Duke,Atlantic Coast,Midwest,0.0,0.0,0.0,1.0,33.0,26.0,8.0,293.0,750.0,0.3906666666666671,552.0,759.0,0.7272727272727271,1138.0,1071.0,67.0,394.0,481.0,316.0,1.52215189873418,6.0,5.0,5.0,2611.0,79.1,2209.0,66.9,402.0,12.2,2014,,
14,Eastern Ky.,OVC,South,1.0,1.0,0.0,0.0,33.0,24.0,9.0,303.0,776.0,0.390463917525773,587.0,782.0,0.750639386189258,865.0,1067.0,-202.0,235.0,484.0,352.0,1.375,237.0,0.0,2.0,2608.0,79.0,2331.0,70.6,277.0,8.40000000000001,2014,,
15,Florida,Southeastern,South,0.0,1.0,4.0,1.0,34.0,32.0,2.0,233.0,633.0,0.36808846761453395,514.0,778.0,0.6606683804627249,1213.0,1049.0,164.0,397.0,454.0,385.0,1.17922077922078,22.0,4.0,2.0,2405.0,70.7,1970.0,57.9,435.0,12.8,2014,,
16,George Washington,Atlantic 10,East,1.0,0.0,0.0,0.0,32.0,24.0,8.0,185.0,502.0,0.36852589641434297,536.0,820.0,0.653658536585366,1196.0,1077.0,119.0,378.0,453.0,418.0,1.08373205741627,80.0,3.0,3.0,2349.0,73.4,2140.0,66.9,209.0,6.5,2014,,
17,Gonzaga,West Coast,West,0.0,1.0,1.0,1.0,34.0,28.0,6.0,240.0,609.0,0.394088669950739,525.0,739.0,0.7104194857916101,1215.0,1110.0,105.0,325.0,499.0,383.0,1.30287206266319,100.0,0.0,0.0,2615.0,76.9,2211.0,65.0,404.0,11.9,2014,,
18,Harvard,Ivy League,East,1.0,1.0,1.0,1.0,30.0,26.0,4.0,172.0,445.0,0.386516853932584,545.0,751.0,0.7256990679094542,1027.0,936.0,91.0,318.0,434.0,342.0,1.26900584795322,244.0,0.0,1.0,2209.0,73.6,1815.0,60.5,394.0,13.1,2014,,
19,Iowa,Big Ten,Midwest,1.0,0.0,0.0,0.0,32.0,20.0,12.0,187.0,530.0,0.352830188679245,647.0,883.0,0.7327293318233299,1302.0,1064.0,238.0,440.0,518.0,365.0,1.4191780821917799,44.0,2.0,8.0,2624.0,82.0,2243.0,70.1,381.0,11.9,2014,,
20,Iowa St.,Big 12,East,0.0,1.0,2.0,1.0,33.0,26.0,7.0,274.0,781.0,0.35083226632522396,529.0,762.0,0.694225721784777,1280.0,1236.0,44.0,337.0,612.0,348.0,1.75862068965517,29.0,2.0,2.0,2735.0,82.9,2439.0,73.9,296.0,9.0,2014,,
21,Kansas,Big 12,South,0.0,0.0,1.0,1.0,33.0,24.0,9.0,184.0,533.0,0.34521575984990605,635.0,893.0,0.711086226203807,1258.0,1017.0,241.0,389.0,499.0,435.0,1.14712643678161,1.0,4.0,4.0,2627.0,79.6,2325.0,70.5,302.0,9.09999999999999,2014,,
22,Kansas St.,Big 12,Midwest,1.0,0.0,0.0,1.0,32.0,20.0,12.0,193.0,577.0,0.33448873483535496,480.0,729.0,0.65843621399177,1152.0,1109.0,43.0,397.0,495.0,394.0,1.2563451776649701,39.0,3.0,3.0,2231.0,69.7,2103.0,65.7,128.0,4.0,2014,,
23,Kentucky,Southeastern,Midwest,0.0,0.0,5.0,0.0,34.0,24.0,10.0,173.0,532.0,0.325187969924812,696.0,1020.0,0.6823529411764712,1399.0,1066.0,333.0,498.0,391.0,415.0,0.9421686746987951,2.0,1.0,5.0,2581.0,75.9,2266.0,66.6,315.0,9.30000000000001,2014,,
24,Louisville,AAC,Midwest,0.0,1.0,2.0,1.0,34.0,29.0,5.0,274.0,738.0,0.371273712737127,552.0,838.0,0.658711217183771,1288.0,1187.0,101.0,466.0,533.0,350.0,1.52285714285714,96.0,4.0,3.0,2792.0,82.1,2071.0,60.9,721.0,21.2,2014,,
25,Manhattan,Metro Atlantic,Midwest,1.0,1.0,0.0,0.0,32.0,25.0,7.0,205.0,559.0,0.36672629695885495,661.0,998.0,0.662324649298597,1203.0,1157.0,46.0,408.0,422.0,453.0,0.9315673289183221,207.0,0.0,0.0,2476.0,77.4,2240.0,70.0,236.0,7.400000000000009,2014,,
26,Massachusetts,Atlantic 10,Midwest,0.0,0.0,0.0,0.0,32.0,24.0,8.0,174.0,501.0,0.347305389221557,517.0,758.0,0.682058047493404,1234.0,1136.0,98.0,390.0,486.0,433.0,1.1224018475750601,48.0,2.0,0.0,2435.0,76.1,2264.0,70.8,171.0,5.3,2014,,
27,Memphis,AAC,East,0.0,0.0,1.0,1.0,32.0,23.0,9.0,173.0,517.0,0.334622823984526,496.0,764.0,0.649214659685864,1204.0,1119.0,85.0,404.0,556.0,431.0,1.29002320185615,33.0,3.0,6.0,2483.0,77.6,2253.0,70.4,230.0,7.19999999999999,2014,,
28,Mercer,ASUN,Midwest,1.0,1.0,1.0,0.0,34.0,26.0,8.0,277.0,721.0,0.384188626907074,552.0,754.0,0.7320954907161801,1292.0,1114.0,178.0,397.0,559.0,406.0,1.37684729064039,233.0,0.0,0.0,2695.0,79.3,2256.0,66.4,439.0,12.9,2014,,
29,Michigan,Big Ten,Midwest,0.0,0.0,3.0,1.0,33.0,25.0,8.0,280.0,711.0,0.393811533052039,485.0,637.0,0.7613814756671899,1049.0,1024.0,25.0,292.0,469.0,310.0,1.5129032258064499,9.0,5.0,5.0,2455.0,74.4,2157.0,65.4,298.0,9.0,2014,,
30,Michigan St.,Big Ten,East,0.0,1.0,3.0,1.0,34.0,26.0,8.0,274.0,700.0,0.39142857142857107,454.0,655.0,0.693129770992366,1260.0,1087.0,173.0,376.0,578.0,389.0,1.48586118251928,27.0,4.0,5.0,2582.0,75.9,2221.0,65.3,361.0,10.6,2014,,
31,Milwaukee,Horizon,East,1.0,1.0,0.0,0.0,34.0,21.0,13.0,239.0,730.0,0.32739726027397303,593.0,808.0,0.733910891089109,1145.0,1195.0,-50.0,330.0,463.0,457.0,1.01312910284464,230.0,0.0,1.0,2412.0,70.9,2396.0,70.5,16.0,0.400000000000006,2014,,
32,Mt. St. Mary's,Northeast,South,1.0,1.0,0.0,0.0,32.0,16.0,16.0,284.0,797.0,0.35633626097867,514.0,694.0,0.7406340057636891,1030.0,1165.0,-135.0,322.0,376.0,384.0,0.979166666666667,73.0,0.0,3.0,2440.0,76.3,2495.0,78.0,-55.0,-1.7,2014,,
33,N.C. Central,Mid-Eastern,East,1.0,1.0,0.0,0.0,33.0,28.0,5.0,179.0,529.0,0.338374291115312,625.0,860.0,0.7267441860465121,1173.0,1046.0,127.0,390.0,486.0,383.0,1.26892950391645,343.0,0.0,2.0,2438.0,73.9,1930.0,58.5,508.0,15.4,2014,,
34,Nebraska,Big Ten,West,1.0,0.0,0.0,0.0,31.0,19.0,12.0,184.0,543.0,0.338858195211786,501.0,697.0,0.718794835007174,1034.0,1084.0,-50.0,273.0,297.0,338.0,0.8786982248520709,32.0,3.0,7.0,2077.0,67.0,2011.0,64.9,66.0,2.09999999999999,2014,,
35,New Mexico,Mountain West,South,0.0,1.0,0.0,1.0,33.0,27.0,6.0,193.0,572.0,0.33741258741258695,614.0,845.0,0.7266272189349109,1259.0,1081.0,178.0,351.0,510.0,350.0,1.45714285714286,45.0,3.0,3.0,2463.0,74.6,2190.0,66.4,273.0,8.19999999999999,2014,,
36,New Mexico St.,Western Athletic,West,1.0,1.0,0.0,1.0,35.0,26.0,9.0,189.0,507.0,0.3727810650887571,693.0,1007.0,0.688182720953327,1305.0,1130.0,175.0,414.0,461.0,444.0,1.03828828828829,197.0,1.0,3.0,2702.0,77.2,2342.0,66.9,360.0,10.3,2014,,
37,North Carolina,Atlantic Coast,East,0.0,0.0,1.0,1.0,32.0,23.0,9.0,134.0,399.0,0.335839598997494,534.0,854.0,0.625292740046838,1272.0,1116.0,156.0,450.0,498.0,385.0,1.29350649350649,15.0,4.0,3.0,2442.0,76.3,2210.0,69.1,232.0,7.2,2014,,
38,North Carolina St.,Atlantic Coast,Midwest,1.0,0.0,0.0,0.0,34.0,21.0,13.0,152.0,502.0,0.30278884462151395,469.0,709.0,0.661495063469676,1167.0,1194.0,-27.0,406.0,440.0,354.0,1.24293785310734,23.0,1.0,7.0,2407.0,70.8,2362.0,69.5,45.0,1.3,2014,,
39,North Dakota St.,Summit League,West,1.0,1.0,1.0,0.0,31.0,25.0,6.0,168.0,458.0,0.36681222707423605,508.0,680.0,0.747058823529412,1016.0,872.0,144.0,294.0,365.0,304.0,1.20065789473684,118.0,0.0,1.0,2368.0,76.4,2026.0,65.4,342.0,11.0,2014,,
40,Ohio St.,Big Ten,South,0.0,0.0,0.0,1.0,34.0,25.0,9.0,197.0,605.0,0.32561983471074396,538.0,781.0,0.688860435339309,1159.0,1149.0,10.0,343.0,409.0,380.0,1.0763157894736801,14.0,2.0,3.0,2373.0,69.8,2032.0,59.8,341.0,10.0,2014,,
41,Oklahoma,Big 12,West,0.0,0.0,0.0,1.0,32.0,23.0,9.0,273.0,722.0,0.37811634349030504,588.0,784.0,0.75,1205.0,1160.0,45.0,380.0,469.0,366.0,1.2814207650273202,19.0,1.0,4.0,2629.0,82.2,2428.0,75.9,201.0,6.3,2014,,
42,Oklahoma St.,Big 12,West,1.0,0.0,0.0,1.0,33.0,21.0,12.0,236.0,641.0,0.36817472698908,671.0,927.0,0.7238403451995692,1163.0,1225.0,-62.0,315.0,450.0,344.0,1.30813953488372,43.0,1.0,4.0,2651.0,80.3,2280.0,69.1,371.0,11.2,2014,,
43,Oregon,Pac-12,West,0.0,0.0,1.0,1.0,32.0,23.0,9.0,249.0,635.0,0.392125984251968,616.0,804.0,0.766169154228856,1097.0,1057.0,40.0,345.0,462.0,373.0,1.2386058981233201,18.0,2.0,3.0,2619.0,81.8,2368.0,74.0,251.0,7.8,2014,,
44,Pittsburgh,Atlantic Coast,South,1.0,0.0,1.0,1.0,34.0,25.0,9.0,175.0,491.0,0.356415478615071,599.0,843.0,0.7105575326215899,1227.0,1012.0,215.0,413.0,531.0,359.0,1.47910863509749,66.0,1.0,7.0,2464.0,72.5,2120.0,62.4,344.0,10.1,2014,,
45,Providence,Big East,East,1.0,1.0,0.0,0.0,34.0,23.0,11.0,214.0,612.0,0.349673202614379,633.0,810.0,0.7814814814814809,1252.0,1122.0,130.0,423.0,464.0,396.0,1.17171717171717,75.0,2.0,5.0,2489.0,73.2,2364.0,69.5,125.0,3.7,2014,,
46,Saint Joseph's,Atlantic 10,East,1.0,1.0,0.0,0.0,33.0,24.0,9.0,243.0,639.0,0.38028169014084495,483.0,753.0,0.641434262948207,1185.0,1089.0,96.0,317.0,464.0,407.0,1.14004914004914,60.0,3.0,3.0,2352.0,71.3,2209.0,66.9,143.0,4.399999999999991,2014,,
47,Saint Louis,Atlantic 10,Midwest,0.0,0.0,1.0,1.0,32.0,26.0,6.0,181.0,568.0,0.31866197183098605,505.0,713.0,0.708274894810659,1160.0,1102.0,58.0,327.0,456.0,404.0,1.1287128712871297,68.0,2.0,3.0,2240.0,70.0,1959.0,61.2,281.0,8.8,2014,,
48,San Diego St.,Mountain West,West,0.0,0.0,2.0,1.0,33.0,29.0,4.0,169.0,472.0,0.358050847457627,541.0,828.0,0.653381642512077,1249.0,1083.0,166.0,434.0,335.0,328.0,1.02134146341463,107.0,3.0,3.0,2330.0,70.6,1869.0,56.6,461.0,14.0,2014,,
49,SFA,Southland,South,1.0,1.0,1.0,0.0,33.0,31.0,2.0,235.0,675.0,0.348148148148148,539.0,761.0,0.7082785808147181,1115.0,959.0,156.0,429.0,547.0,368.0,1.48641304347826,325.0,0.0,0.0,2524.0,76.5,2067.0,62.6,457.0,13.9,2014,,
50,Stanford,Pac-12,South,1.0,0.0,2.0,0.0,33.0,21.0,12.0,195.0,526.0,0.370722433460076,563.0,801.0,0.702871410736579,1150.0,1086.0,64.0,319.0,389.0,371.0,1.0485175202156298,21.0,2.0,5.0,2426.0,73.5,2265.0,68.6,161.0,4.900000000000009,2014,,
51,Syracuse,Atlantic Coast,South,0.0,0.0,1.0,1.0,32.0,27.0,5.0,160.0,478.0,0.334728033472803,481.0,684.0,0.703216374269006,1128.0,1012.0,116.0,422.0,382.0,285.0,1.34035087719298,76.0,3.0,2.0,2181.0,68.2,1904.0,59.5,277.0,8.7,2014,,
52,Tennessee,Southeastern,Midwest,1.0,0.0,2.0,0.0,33.0,21.0,12.0,189.0,563.0,0.33570159857904097,533.0,751.0,0.709720372836218,1281.0,1000.0,281.0,452.0,417.0,354.0,1.1779661016949199,11.0,1.0,5.0,2354.0,71.3,2015.0,61.1,339.0,10.2,2014,,
53,Texas,Big 12,Midwest,0.0,0.0,1.0,0.0,33.0,23.0,10.0,169.0,521.0,0.324376199616123,575.0,866.0,0.6639722863741341,1378.0,1141.0,237.0,497.0,421.0,408.0,1.0318627450980402,65.0,3.0,3.0,2446.0,74.1,2311.0,70.0,135.0,4.099999999999991,2014,,
54,Texas Southern,Southwestern,Midwest,1.0,1.0,0.0,0.0,33.0,19.0,14.0,213.0,590.0,0.36101694915254207,636.0,888.0,0.7162162162162159,1219.0,1113.0,106.0,375.0,464.0,441.0,1.05215419501134,347.0,0.0,0.0,2515.0,76.2,2431.0,73.7,84.0,2.5,2014,,
55,Tulsa,Conference USA,South,1.0,1.0,0.0,0.0,33.0,21.0,12.0,190.0,584.0,0.325342465753425,594.0,880.0,0.675,1198.0,1178.0,20.0,356.0,413.0,378.0,1.09259259259259,90.0,0.0,2.0,2412.0,73.1,2223.0,67.4,189.0,5.69999999999999,2014,,
56,UCLA,Pac-12,South,0.0,1.0,2.0,1.0,34.0,26.0,8.0,217.0,555.0,0.390990990990991,589.0,786.0,0.749363867684478,1212.0,1136.0,76.0,343.0,585.0,358.0,1.6340782122905002,16.0,1.0,2.0,2782.0,81.8,2406.0,70.8,376.0,11.0,2014,,
57,UConn,AAC,East,0.0,0.0,6.0,0.0,34.0,26.0,8.0,242.0,625.0,0.3872,543.0,714.0,0.760504201680672,1203.0,1187.0,16.0,343.0,428.0,397.0,1.07808564231738,34.0,3.0,4.0,2443.0,71.9,2146.0,63.1,297.0,8.8,2014,,
58,UL Lafayette,Sun Belt,West,1.0,1.0,0.0,0.0,34.0,23.0,11.0,242.0,654.0,0.37003058103975495,601.0,896.0,0.6707589285714289,1299.0,1179.0,120.0,470.0,464.0,463.0,1.00215982721382,175.0,0.0,1.0,2769.0,81.4,2555.0,75.1,214.0,6.30000000000001,2014,,
59,VCU,Atlantic 10,South,0.0,0.0,0.0,1.0,34.0,26.0,8.0,252.0,723.0,0.348547717842324,513.0,761.0,0.674113009198423,1288.0,1249.0,39.0,481.0,446.0,417.0,1.06954436450839,28.0,1.0,1.0,2549.0,75.0,2205.0,64.9,344.0,10.1,2014,,
60,Villanova,Big East,East,0.0,0.0,1.0,1.0,32.0,28.0,4.0,289.0,801.0,0.36079900124843894,576.0,808.0,0.712871287128713,1187.0,1064.0,123.0,361.0,500.0,379.0,1.3192612137203201,51.0,1.0,3.0,2513.0,78.5,2131.0,66.6,382.0,11.9,2014,,
61,Virginia,Atlantic Coast,East,0.0,1.0,2.0,0.0,34.0,28.0,6.0,187.0,513.0,0.364522417153996,487.0,734.0,0.663487738419619,1209.0,997.0,212.0,371.0,445.0,347.0,1.28242074927954,26.0,3.0,3.0,2242.0,65.9,1880.0,55.3,362.0,10.6,2014,,
62,Weber St.,Big Sky,West,1.0,1.0,0.0,0.0,30.0,19.0,11.0,215.0,549.0,0.3916211293260471,548.0,744.0,0.736559139784946,1033.0,932.0,101.0,252.0,400.0,372.0,1.0752688172043001,262.0,0.0,1.0,2195.0,73.2,1993.0,66.4,202.0,6.8,2014,,
63,Western Mich.,Mid-American,South,1.0,1.0,0.0,0.0,32.0,23.0,9.0,191.0,575.0,0.33217391304347804,605.0,836.0,0.7236842105263158,1118.0,1042.0,76.0,315.0,364.0,451.0,0.8070953436807099,174.0,0.0,0.0,2320.0,72.5,2158.0,67.4,162.0,5.099999999999991,2014,,
64,Wichita St.,Missouri Valley,Midwest,0.0,1.0,1.0,1.0,34.0,34.0,0.0,234.0,672.0,0.34821428571428603,640.0,877.0,0.729760547320411,1313.0,1048.0,265.0,404.0,460.0,353.0,1.30311614730878,111.0,0.0,0.0,2566.0,75.5,2026.0,59.6,540.0,15.9,2014,,
65,Wisconsin,Big Ten,West,0.0,0.0,4.0,1.0,33.0,26.0,7.0,256.0,686.0,0.37317784256559794,573.0,770.0,0.7441558441558441,1095.0,1058.0,37.0,290.0,400.0,266.0,1.50375939849624,3.0,4.0,3.0,2427.0,73.5,2131.0,64.6,296.0,8.90000000000001,2014,,
66,Wofford,Southern,Midwest,1.0,1.0,0.0,0.0,32.0,20.0,12.0,195.0,525.0,0.37142857142857105,390.0,588.0,0.6632653061224489,1064.0,1015.0,49.0,344.0,413.0,342.0,1.20760233918129,252.0,0.0,1.0,2165.0,67.7,1997.0,62.4,168.0,5.3,2014,,
67,Xavier,Big East,Midwest,1.0,0.0,0.0,0.0,33.0,21.0,12.0,172.0,486.0,0.35390946502057596,519.0,754.0,0.688328912466843,1182.0,1040.0,142.0,368.0,490.0,408.0,1.20098039215686,40.0,2.0,4.0,2383.0,72.2,2242.0,67.9,141.0,4.3,2014,,
68,Albany (NY),America East,East,1.0,1.0,0.0,1.0,32.0,24.0,8.0,197.0,547.0,0.36014625228519204,487.0,640.0,0.7609375,1076.0,924.0,152.0,320.0,334.0,374.0,0.893048128342246,313.0,0.0,1.0,2096.0,65.5,1927.0,60.2,169.0,5.3,2015,,
69,Arizona,Pac-12,West,0.0,1.0,3.0,1.0,34.0,31.0,3.0,172.0,478.0,0.359832635983264,611.0,874.0,0.69908466819222,1266.0,968.0,298.0,368.0,483.0,381.0,1.2677165354330702,38.0,3.0,0.0,2599.0,76.4,1993.0,58.6,606.0,17.8,2015,,
70,Arkansas,Southeastern,West,0.0,0.0,1.0,0.0,34.0,26.0,8.0,227.0,648.0,0.350308641975309,562.0,776.0,0.724226804123711,1216.0,1202.0,14.0,442.0,549.0,399.0,1.37593984962406,41.0,1.0,3.0,2653.0,78.0,2385.0,70.1,268.0,7.900000000000009,2015,,
71,Baylor,Big 12,West,0.0,0.0,0.0,1.0,33.0,24.0,9.0,229.0,607.0,0.377265238879736,476.0,710.0,0.6704225352112679,1293.0,1030.0,263.0,485.0,483.0,413.0,1.16949152542373,3.0,6.0,4.0,2293.0,69.5,1991.0,60.3,302.0,9.2,2015,,
72,Belmont,OVC,East,1.0,1.0,0.0,0.0,32.0,22.0,10.0,321.0,841.0,0.38168846611177204,400.0,579.0,0.690846286701209,1064.0,1045.0,19.0,301.0,492.0,439.0,1.1207289293849698,263.0,0.0,1.0,2383.0,74.5,2251.0,70.3,132.0,4.2,2015,,
73,Boise St.,Mountain West,East,1.0,0.0,0.0,0.0,33.0,25.0,8.0,291.0,738.0,0.394308943089431,426.0,581.0,0.733218588640275,1086.0,1005.0,81.0,286.0,399.0,339.0,1.17699115044248,130.0,0.0,1.0,2335.0,70.8,1989.0,60.3,346.0,10.5,2015,,
74,Buffalo,Mid-American,Midwest,1.0,1.0,0.0,0.0,32.0,23.0,9.0,193.0,567.0,0.34038800705467404,573.0,794.0,0.721662468513854,1230.0,1132.0,98.0,412.0,421.0,361.0,1.16620498614958,67.0,0.0,2.0,2400.0,75.0,2185.0,68.3,215.0,6.7,2015,,
75,Butler,Big East,Midwest,0.0,0.0,1.0,0.0,32.0,22.0,10.0,184.0,514.0,0.357976653696498,488.0,718.0,0.67966573816156,1175.0,968.0,207.0,390.0,368.0,364.0,1.01098901098901,44.0,3.0,6.0,2226.0,69.6,1958.0,61.2,268.0,8.39999999999999,2015,,
76,BYU,West Coast,West,1.0,0.0,0.0,1.0,34.0,25.0,9.0,285.0,734.0,0.38828337874659397,660.0,859.0,0.768335273573923,1310.0,1142.0,168.0,415.0,572.0,402.0,1.4228855721393001,75.0,1.0,3.0,2841.0,83.6,2467.0,72.6,374.0,11.0,2015,,
77,Cincinnati,AAC,Midwest,0.0,0.0,1.0,1.0,32.0,22.0,10.0,161.0,483.0,0.33333333333333304,403.0,598.0,0.673913043478261,1095.0,936.0,159.0,351.0,380.0,409.0,0.9290953545232271,56.0,2.0,1.0,1996.0,62.4,1769.0,55.3,227.0,7.1,2015,,
78,Coastal Caro.,Big South,West,1.0,1.0,0.0,1.0,33.0,24.0,9.0,221.0,621.0,0.355877616747182,529.0,769.0,0.687906371911573,1311.0,1027.0,284.0,440.0,376.0,393.0,0.956743002544529,317.0,0.0,0.0,2366.0,71.7,2035.0,61.7,331.0,10.0,2015,,
79,Davidson,Atlantic 10,South,1.0,0.0,0.0,0.0,31.0,24.0,7.0,337.0,849.0,0.39693757361601895,386.0,543.0,0.7108655616942909,1114.0,1086.0,28.0,325.0,534.0,297.0,1.7979797979798,122.0,1.0,4.0,2477.0,79.9,2138.0,69.0,339.0,10.9,2015,,
80,Dayton,Atlantic 10,East,1.0,0.0,1.0,1.0,33.0,25.0,8.0,213.0,605.0,0.35206611570247903,538.0,789.0,0.681875792141952,1041.0,1077.0,-36.0,245.0,456.0,379.0,1.20316622691293,113.0,1.0,2.0,2251.0,68.2,2010.0,60.9,241.0,7.3,2015,,
81,Duke,Atlantic Coast,South,0.0,0.0,6.0,1.0,33.0,29.0,4.0,250.0,648.0,0.385802469135802,522.0,755.0,0.691390728476821,1232.0,1027.0,205.0,401.0,512.0,371.0,1.3800539083557999,11.0,7.0,2.0,2660.0,80.6,2164.0,65.6,496.0,15.0,2015,,
82,Eastern Wash.,Big Sky,South,1.0,1.0,0.0,0.0,34.0,26.0,8.0,335.0,832.0,0.402644230769231,509.0,704.0,0.7230113636363641,1155.0,1149.0,6.0,341.0,448.0,367.0,1.22070844686649,236.0,0.0,1.0,2746.0,80.8,2504.0,73.6,242.0,7.2,2015,,
83,Georgetown,Big East,South,0.0,0.0,1.0,0.0,31.0,21.0,10.0,181.0,521.0,0.34740882917466404,511.0,728.0,0.701923076923077,1089.0,1003.0,86.0,347.0,408.0,392.0,1.04081632653061,12.0,1.0,5.0,2192.0,70.7,2004.0,64.6,188.0,6.100000000000009,2015,,
84,Georgia,Southeastern,East,1.0,0.0,0.0,0.0,32.0,21.0,11.0,180.0,524.0,0.34351145038167896,551.0,800.0,0.68875,1217.0,1082.0,135.0,348.0,403.0,408.0,0.987745098039216,33.0,0.0,5.0,2187.0,68.3,2054.0,64.2,133.0,4.099999999999991,2015,,
85,Georgia St.,Sun Belt,West,1.0,1.0,1.0,0.0,33.0,24.0,9.0,163.0,492.0,0.33130081300813,504.0,693.0,0.7272727272727271,1082.0,1102.0,-20.0,309.0,450.0,352.0,1.27840909090909,150.0,0.0,1.0,2375.0,72.0,2053.0,62.2,322.0,9.8,2015,,
86,Gonzaga,West Coast,South,0.0,1.0,3.0,1.0,34.0,32.0,2.0,242.0,593.0,0.408094435075885,502.0,725.0,0.692413793103448,1286.0,1041.0,245.0,345.0,561.0,359.0,1.56267409470752,84.0,1.0,1.0,2690.0,79.1,2071.0,60.9,619.0,18.2,2015,,
