,score,layer_sizes,epochs,learning_rate,weight_0,weight_1,weight_2,weight_3,weight_4,weight_5,weight_6,loss_fn
174,131.0,"[20, 15, 10, 7]",150,0.0001,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
175,148.0,"[20, 15, 10, 7]",200,0.001,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
176,118.0,"[20, 15, 10, 7]",200,0.002,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
177,135.0,"[20, 15, 10, 7]",200,0.01,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
178,187.0,"[20, 15, 10, 7]",200,0.05,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
179,151.0,"[20, 15, 10, 7]",200,0.0001,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
180,129.0,"[20, 16, 12]",100,0.001,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
181,151.0,"[20, 16, 12]",100,0.002,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
182,150.0,"[20, 16, 12]",100,0.01,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
183,175.0,"[20, 16, 12]",100,0.05,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
184,146.0,"[20, 16, 12]",100,0.0001,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
185,141.0,"[20, 16, 12]",150,0.001,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
186,126.0,"[20, 16, 12]",150,0.002,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
187,154.0,"[20, 16, 12]",150,0.01,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
188,135.0,"[20, 16, 12]",150,0.05,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
189,146.0,"[20, 16, 12]",150,0.0001,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
