,score,layer_sizes,epochs,learning_rate,weight_0,weight_1,weight_2,weight_3,weight_4,weight_5,weight_6,loss_fn
77,209.0,"[16, 16, 32]",100,0.01,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
78,151.0,"[16, 16, 32]",100,0.05,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
79,153.0,"[16, 16, 32]",100,0.0001,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
80,238.0,"[16, 16, 32]",150,0.001,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
81,220.0,"[16, 16, 32]",150,0.002,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
82,237.0,"[16, 16, 32]",150,0.01,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
83,183.0,"[16, 16, 32]",150,0.05,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
84,81.0,"[16, 16, 32]",150,0.0001,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
85,233.0,"[16, 16, 32]",200,0.001,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
86,232.0,"[16, 16, 32]",200,0.002,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
87,237.0,"[16, 16, 32]",200,0.01,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
88,165.0,"[16, 16, 32]",200,0.05,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
89,128.0,"[16, 16, 32]",200,0.0001,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
90,199.0,"[16, 8, 16]",100,0.001,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
91,207.0,"[16, 8, 16]",100,0.002,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
92,233.0,"[16, 8, 16]",100,0.01,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
93,171.0,"[16, 8, 16]",100,0.05,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
94,148.0,"[16, 8, 16]",100,0.0001,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
95,159.0,"[16, 8, 16]",150,0.001,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
96,206.0,"[16, 8, 16]",150,0.002,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
97,226.0,"[16, 8, 16]",150,0.01,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
98,174.0,"[16, 8, 16]",150,0.05,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
99,106.0,"[16, 8, 16]",150,0.0001,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
100,176.0,"[16, 8, 16]",200,0.001,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
101,210.0,"[16, 8, 16]",200,0.002,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
102,218.0,"[16, 8, 16]",200,0.01,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
103,159.0,"[16, 8, 16]",200,0.05,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
104,98.0,"[16, 8, 16]",200,0.0001,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
105,233.0,"[32, 32, 8]",100,0.001,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
106,222.0,"[32, 32, 8]",100,0.002,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
107,214.0,"[32, 32, 8]",100,0.01,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
108,163.0,"[32, 32, 8]",100,0.05,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
109,86.0,"[32, 32, 8]",100,0.0001,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
110,229.0,"[32, 32, 8]",150,0.001,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
111,237.0,"[32, 32, 8]",150,0.002,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
112,218.0,"[32, 32, 8]",150,0.01,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
113,181.0,"[32, 32, 8]",150,0.05,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
114,176.0,"[32, 32, 8]",150,0.0001,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
115,229.0,"[32, 32, 8]",200,0.001,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
116,243.0,"[32, 32, 8]",200,0.002,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
117,238.0,"[32, 32, 8]",200,0.01,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
118,179.0,"[32, 32, 8]",200,0.05,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
119,153.0,"[32, 32, 8]",200,0.0001,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
120,216.0,"[32, 16, 8]",100,0.001,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
121,229.0,"[32, 16, 8]",100,0.002,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
122,211.0,"[32, 16, 8]",100,0.01,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
123,163.0,"[32, 16, 8]",100,0.05,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
124,109.0,"[32, 16, 8]",100,0.0001,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
125,205.0,"[32, 16, 8]",150,0.001,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
126,230.0,"[32, 16, 8]",150,0.002,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
127,244.0,"[32, 16, 8]",150,0.01,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
128,141.0,"[32, 16, 8]",150,0.05,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
129,170.0,"[32, 16, 8]",150,0.0001,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
130,230.0,"[32, 16, 8]",200,0.001,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
131,219.0,"[32, 16, 8]",200,0.002,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
132,243.0,"[32, 16, 8]",200,0.01,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
133,150.0,"[32, 16, 8]",200,0.05,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
134,182.0,"[32, 16, 8]",200,0.0001,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
135,155.0,"[7, 7, 7, 7]",100,0.001,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
136,122.0,"[7, 7, 7, 7]",100,0.002,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
137,202.0,"[7, 7, 7, 7]",100,0.01,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
138,156.0,"[7, 7, 7, 7]",100,0.05,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
139,98.0,"[7, 7, 7, 7]",100,0.0001,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
140,150.0,"[7, 7, 7, 7]",150,0.001,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
141,180.0,"[7, 7, 7, 7]",150,0.002,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
142,207.0,"[7, 7, 7, 7]",150,0.01,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
143,172.0,"[7, 7, 7, 7]",150,0.05,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
144,98.0,"[7, 7, 7, 7]",150,0.0001,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
145,115.0,"[7, 7, 7, 7]",200,0.001,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
146,203.0,"[7, 7, 7, 7]",200,0.002,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
147,229.0,"[7, 7, 7, 7]",200,0.01,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
148,98.0,"[7, 7, 7, 7]",200,0.05,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
149,98.0,"[7, 7, 7, 7]",200,0.0001,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
150,152.0,"[8, 7, 7]",100,0.001,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
151,172.0,"[8, 7, 7]",100,0.002,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
152,178.0,"[8, 7, 7]",100,0.01,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
153,159.0,"[8, 7, 7]",100,0.05,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
154,98.0,"[8, 7, 7]",100,0.0001,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
155,186.0,"[8, 7, 7]",150,0.001,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
156,214.0,"[8, 7, 7]",150,0.002,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
157,199.0,"[8, 7, 7]",150,0.01,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
158,109.0,"[8, 7, 7]",150,0.05,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
159,98.0,"[8, 7, 7]",150,0.0001,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
160,164.0,"[8, 7, 7]",200,0.001,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
161,218.0,"[8, 7, 7]",200,0.002,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
162,180.0,"[8, 7, 7]",200,0.01,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
163,155.0,"[8, 7, 7]",200,0.05,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
164,98.0,"[8, 7, 7]",200,0.0001,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
165,201.0,"[20, 15, 10, 7]",100,0.001,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
166,226.0,"[20, 15, 10, 7]",100,0.002,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
167,237.0,"[20, 15, 10, 7]",100,0.01,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
168,158.0,"[20, 15, 10, 7]",100,0.05,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
169,98.0,"[20, 15, 10, 7]",100,0.0001,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
170,199.0,"[20, 15, 10, 7]",150,0.001,0.5,0.5,0.5,2,2,3,3,sparse_categorical_crossentropy
